date_of_issuance,date_of_expiry,providers_confidential,entities_to_whom_pic_granted_confidential,subject_matter_confidential,pic_granted,mat_established,notes,amendment_intent,usages_confidential,id,year_of_issuance,year_of_expiry
2016-08-04,NA,NA,NA,NA,TRUE,TRUE,Updated on 14.11.2018,NA,NA,ircc_3880,2016,NA
2017-02-02,NA,NA,NA,NA,TRUE,TRUE,Updated on 13.11.2018,NA,NA,ircc_3881,2017,NA
2016-07-12,NA,NA,NA,TRUE,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3882,2016,NA
2016-07-08,NA,NA,NA,TRUE,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3883,2016,NA
2016-03-29,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 13/11/2018,NA,TRUE,ircc_3884,2016,NA
2016-06-17,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3885,2016,NA
2016-01-19,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 29/10/2018,NA,TRUE,ircc_3886,2016,NA
2016-08-24,2019-08-23,NA,TRUE,TRUE,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3887,2016,2019
2020-07-08,NA,NA,NA,NA,TRUE,TRUE,Updated on 21.09.2020.,NA,NA,ircc_3888,2020,NA
2020-05-26,NA,NA,NA,NA,TRUE,TRUE,Drafted on 070.07.2020.,NA,NA,ircc_3889,2020,NA
2020-08-13,NA,NA,NA,NA,TRUE,TRUE,Updated on 21.09.2020.,NA,NA,ircc_3890,2020,NA
2020-07-01,NA,NA,NA,NA,TRUE,TRUE,Updated on 21.09.2020.,NA,NA,ircc_3891,2020,NA
2020-06-24,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 21.09.2020.,NA,TRUE,ircc_3892,2020,NA
2020-08-18,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 21.09.2020.,NA,TRUE,ircc_3893,2020,NA
2020-06-24,NA,NA,TRUE,TRUE,TRUE,TRUE,Drafted on 21.09.2020.,NA,TRUE,ircc_3894,2020,NA
2020-06-24,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 21.9.2020,NA,TRUE,ircc_3895,2020,NA
2020-07-24,NA,TRUE,TRUE,TRUE,TRUE,TRUE,Updated on 21.09.2020.,NA,TRUE,ircc_3896,2020,NA
2016-01-13,2017-01-12,NA,NA,NA,TRUE,TRUE,updated on 22.11.2016,NA,NA,ircc_3897,2016,2017
2015-07-06,NA,NA,NA,NA,TRUE,TRUE,updated on 16.08.2016,NA,NA,ircc_3898,2015,NA
2015-08-19,NA,NA,TRUE,TRUE,TRUE,TRUE,updated on 6.04.2016,NA,NA,ircc_3899,2015,NA
2015-06-01,NA,TRUE,TRUE,TRUE,TRUE,TRUE,Updated on 16.08.2016,0,TRUE,ircc_3900,2015,NA
2016-08-05,2019-08-04,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 22.11.2016,NA,TRUE,ircc_3901,2016,2019
2016-06-21,2019-06-20,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 22.11..2016,NA,TRUE,ircc_3902,2016,2019
2016-09-06,2019-09-05,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 22.11.2016,NA,TRUE,ircc_3903,2016,2019
2017-03-23,2022-03-22,NA,NA,NA,TRUE,TRUE,updated on 28.06.2017,NA,NA,ircc_3904,2017,2022
2016-10-24,NA,NA,NA,NA,TRUE,TRUE,updated on  28.06.2017,NA,NA,ircc_3905,2016,NA
2017-01-24,2019-01-23,TRUE,FALSE,TRUE,TRUE,TRUE,updated on 28.06.2017,NA,TRUE,ircc_3906,2017,2019
2016-11-21,2018-11-20,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 28.06.2017,NA,TRUE,ircc_3907,2016,2018
2016-10-28,2018-10-27,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 28.06.2017,NA,TRUE,ircc_3908,2016,2018
2016-08-17,NA,TRUE,TRUE,TRUE,TRUE,TRUE,28.06.2017,NA,TRUE,ircc_3909,2016,NA
2016-08-08,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 28.06.2017,NA,TRUE,ircc_3910,2016,NA
2016-08-08,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 28.06.2017,NA,TRUE,ircc_3911,2016,NA
2017-01-27,2020-01-26,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 28.06.2017,NA,TRUE,ircc_3912,2017,2020
2016-12-01,NA,NA,NA,NA,TRUE,TRUE,updated on 20.10.2017,NA,NA,ircc_3913,2016,NA
2014-11-01,NA,NA,NA,NA,TRUE,TRUE,updated on 20.10.2017,NA,NA,ircc_3914,2014,NA
2015-01-02,NA,NA,NA,NA,TRUE,TRUE,updated on 16.10.2017,NA,NA,ircc_3915,2015,NA
2016-11-17,2017-11-16,NA,NA,NA,TRUE,TRUE,updated on 11.07.2017,NA,NA,ircc_3916,2016,2017
2016-11-21,NA,NA,NA,NA,TRUE,TRUE,updated on 11.07.2017,NA,NA,ircc_3917,2016,NA
2016-11-17,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 11.07.2017,NA,TRUE,ircc_3918,2016,NA
2015-01-31,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 20.10.2017,NA,TRUE,ircc_3919,2015,NA
2016-11-21,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on11.07.2017,NA,TRUE,ircc_3920,2016,NA
2016-11-21,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated 11.7.2017,NA,TRUE,ircc_3921,2016,NA
2014-12-30,NA,NA,NA,FALSE,TRUE,TRUE,updated on 16.08.2016,NA,NA,ircc_3922,2014,NA
2016-01-19,2019-01-18,NA,NA,NA,TRUE,TRUE,updated on 22.11.2016,NA,NA,ircc_3923,2016,2019
2016-08-04,2019-08-03,NA,TRUE,TRUE,TRUE,TRUE,updated on 22.11.2016,NA,TRUE,ircc_3924,2016,2019
2016-08-04,2019-08-03,NA,TRUE,TRUE,TRUE,TRUE,updated on 22.11.2016,NA,TRUE,ircc_3925,2016,2019
2016-08-08,2021-08-07,TRUE,TRUE,FALSE,TRUE,TRUE,updated on 22.11.2016,NA,NA,ircc_3926,2016,2021
2015-10-10,NA,TRUE,TRUE,TRUE,TRUE,TRUE,Updated on 16/08/2016,0,TRUE,ircc_3927,2015,NA
2016-05-27,2021-05-26,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 22.11.2016,NA,TRUE,ircc_3928,2016,2021
2016-01-13,2017-01-12,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 16.08.2016,NA,TRUE,ircc_3929,2016,2017
2015-01-31,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 6.4.2016,NA,TRUE,ircc_3930,2015,NA
2017-01-03,NA,FALSE,FALSE,NA,TRUE,TRUE,Updated on 13.11.2018,NA,NA,ircc_3931,2017,NA
2016-03-31,NA,NA,NA,NA,TRUE,TRUE,Updated on 14.11.2018,NA,NA,ircc_3932,2016,NA
2016-06-17,NA,NA,NA,NA,TRUE,TRUE,Updated on 13.11.2018,NA,NA,ircc_3933,2016,NA
2017-01-27,NA,FALSE,NA,TRUE,TRUE,TRUE,Updated on 13.11.2018,NA,NA,ircc_3934,2017,NA
2016-03-23,NA,NA,NA,NA,TRUE,TRUE,Updated on 13.11.2018,NA,NA,ircc_3935,2016,NA
2017-12-01,2020-11-30,FALSE,FALSE,TRUE,TRUE,TRUE,updated on 26.06.2018,NA,TRUE,ircc_3936,2017,2020
2018-04-06,2023-04-05,FALSE,NA,TRUE,TRUE,TRUE,Updated on 26.06.2018,NA,TRUE,ircc_3937,2018,2023
2016-07-27,NA,FALSE,TRUE,NA,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3938,2016,NA
2016-05-27,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3939,2016,NA
2017-01-17,NA,NA,NA,NA,TRUE,TRUE,Updated on 13.11.2018,NA,NA,ircc_3940,2017,NA
2016-06-15,NA,NA,NA,NA,TRUE,TRUE,Updated on 14.11.2018,NA,NA,ircc_3941,2016,NA
2017-01-17,NA,NA,NA,NA,TRUE,TRUE,Updated on 13.11.2018,NA,NA,ircc_3942,2017,NA
2017-01-11,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 13.11.2018,NA,TRUE,ircc_3943,2017,NA
2016-02-15,2028-01-27,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 25/5/2018,NA,TRUE,ircc_3944,2016,2028
2016-07-27,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3945,2016,NA
2016-07-27,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 14.11.2018,NA,TRUE,ircc_3946,2016,NA
2016-06-17,NA,TRUE,TRUE,TRUE,TRUE,TRUE,Updated on 14.11. 2018,NA,TRUE,ircc_3947,2016,NA
2020-07-28,NA,NA,NA,NA,TRUE,TRUE,Updated on 21.09.2020.,NA,NA,ircc_3948,2020,NA
2020-07-20,NA,NA,NA,NA,TRUE,TRUE,Updated on 21.09.2020.,NA,NA,ircc_3949,2020,NA
2020-07-20,NA,NA,NA,NA,TRUE,TRUE,Updated on 21.09.2020.,NA,NA,ircc_3950,2020,NA
2020-07-24,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 21.09.2020.,NA,TRUE,ircc_3951,2020,NA
2020-07-28,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 21.09.2020.,NA,TRUE,ircc_3952,2020,NA
2020-06-24,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 21.09.2020.,NA,TRUE,ircc_3953,2020,NA
2020-06-01,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 21.9.2020,NA,TRUE,ircc_3954,2020,NA
2020-07-27,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on15.09.2020.,NA,TRUE,ircc_3955,2020,NA
2020-08-11,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 15.09.2020.,NA,TRUE,ircc_3956,2020,NA
2020-10-14,NA,NA,NA,NA,TRUE,TRUE,Updated on 14.12.2020,NA,NA,ircc_3957,2020,NA
2020-10-14,NA,NA,NA,NA,TRUE,TRUE,Updated on 2.12.2020,NA,NA,ircc_3958,2020,NA
2020-10-15,NA,NA,NA,NA,TRUE,TRUE,Updated on 9.12.2020,NA,NA,ircc_3959,2020,NA
2020-10-14,NA,NA,NA,TRUE,TRUE,TRUE,Updated on 15.12.2020,NA,TRUE,ircc_3960,2020,NA
2020-10-14,NA,NA,NA,TRUE,TRUE,TRUE,Updated on 2.12.2020,NA,TRUE,ircc_3961,2020,NA
2020-10-14,NA,NA,NA,TRUE,TRUE,TRUE,Updated on 14.12.2020,NA,TRUE,ircc_3962,2020,NA
2020-10-14,NA,NA,NA,TRUE,TRUE,TRUE,Updated on 2.12.2020,NA,TRUE,ircc_3963,2020,NA
2020-06-24,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 21.09.2020.,NA,TRUE,ircc_3964,2020,NA
2020-07-24,2020-06-30,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_3965,2020,2020
2020-08-10,2020-09-30,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_3966,2020,2020
2018-05-30,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3967,2018,NA
2019-06-03,NA,NA,NA,NA,TRUE,TRUE,NA,0,NA,ircc_3968,2019,NA
2019-09-16,2022-12-31,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_3969,2019,2022
2018-07-11,2018-08-15,FALSE,FALSE,NA,TRUE,TRUE,NA,NA,FALSE,ircc_3970,2018,2018
2018-01-09,2018-01-20,FALSE,FALSE,NA,TRUE,TRUE,NA,NA,FALSE,ircc_3971,2018,2018
2016-01-06,2016-07-30,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3972,2016,2016
2017-12-12,2018-07-01,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3973,2017,2018
2020-01-27,2023-01-27,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3974,2020,2023
2017-10-20,2017-12-31,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3975,2017,2017
2017-02-06,2017-05-06,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3976,2017,2017
2020-02-27,2023-02-27,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3977,2020,2023
2017-03-28,2017-06-28,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3978,2017,2017
2016-12-09,2017-02-15,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3979,2016,2017
2020-01-27,2020-08-27,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3980,2020,2020
2017-07-13,2018-07-13,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3981,2017,2018
2017-10-03,2018-10-03,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3982,2017,2018
2016-11-02,2017-11-02,NA,TRUE,NA,TRUE,TRUE,NA,NA,FALSE,ircc_3983,2016,2017
2014-07-08,2015-07-08,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_3984,2014,2015
2019-10-09,2022-09-01,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3985,2019,2022
2014-11-25,2015-11-25,FALSE,TRUE,NA,TRUE,TRUE,NA,0,NA,ircc_3986,2014,2015
2018-09-25,2019-09-25,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3987,2018,2019
2014-05-09,2015-05-09,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_3988,2014,2015
2017-07-29,2018-07-29,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3989,2017,2018
2014-03-21,2015-03-21,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3990,2014,2015
2017-11-16,2018-11-16,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3991,2017,2018
2018-10-31,2019-10-31,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3992,2018,2019
2016-03-11,2017-03-11,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3993,2016,2017
2017-08-29,2018-08-29,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3994,2017,2018
2019-05-08,2020-05-08,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3995,2019,2020
2019-05-08,2020-05-08,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3996,2019,2020
2015-03-27,2018-03-26,TRUE,NA,FALSE,TRUE,TRUE,updated on 30.09.2015,NA,TRUE,ircc_3997,2015,2018
2019-06-28,2020-06-28,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_3998,2019,2020
2015-03-06,NA,NA,NA,NA,TRUE,TRUE,updated on 04.04.2016,NA,NA,ircc_3999,2015,NA
2015-09-21,2018-09-20,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 01.04.2016,NA,TRUE,ircc_4000,2015,2018
2016-01-13,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 30.03.2016,NA,TRUE,ircc_4001,2016,NA
2016-01-12,2019-01-11,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 04.04.2016,NA,TRUE,ircc_4002,2016,2019
2017-08-15,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,NA,TRUE,ircc_4003,2017,NA
2017-08-09,2018-08-08,NA,NA,NA,TRUE,TRUE,Updated on 27.6.2018,NA,NA,ircc_4004,2017,2018
2017-08-01,2020-07-31,NA,NA,NA,TRUE,TRUE,Updated on 27.6.2018,NA,NA,ircc_4005,2017,2020
2015-10-26,NA,NA,NA,NA,TRUE,TRUE,updated on 16.10.2017,NA,NA,ircc_4006,2015,NA
2017-08-09,NA,NA,TRUE,TRUE,TRUE,TRUE,Uploaded on 7.8.2018,NA,TRUE,ircc_4007,2017,NA
2017-08-09,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,NA,TRUE,ircc_4008,2017,NA
2017-08-15,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,NA,TRUE,ircc_4009,2017,NA
2017-08-10,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 8.8.2018,NA,TRUE,ircc_4010,2017,NA
2017-08-09,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,NA,TRUE,ircc_4011,2017,NA
2018-03-21,2019-03-20,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 27.6.2018,NA,TRUE,ircc_4012,2018,2019
2017-06-14,2022-06-13,NA,NA,NA,TRUE,TRUE,Updated on 27.6.2018,NA,NA,ircc_4013,2017,2022
2017-12-18,2020-12-17,FALSE,FALSE,TRUE,TRUE,TRUE,Updated on 27.06.2018,NA,TRUE,ircc_4014,2017,2020
2017-12-01,2020-11-30,FALSE,FALSE,TRUE,TRUE,TRUE,Updated on 27.06.2018,NA,TRUE,ircc_4015,2017,2020
2017-12-01,2020-11-30,FALSE,NA,TRUE,TRUE,TRUE,Updated on 27.06.2018,NA,TRUE,ircc_4016,2017,2020
2017-11-24,2018-11-23,FALSE,FALSE,TRUE,TRUE,TRUE,Updated on 27.06.2018,NA,TRUE,ircc_4017,2017,2018
2017-08-10,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,NA,TRUE,ircc_4018,2017,NA
2017-08-19,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 8.8.2018,NA,TRUE,ircc_4019,2017,NA
2017-08-15,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,1,TRUE,ircc_4020,2017,NA
2017-08-09,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 8.8.2018,NA,TRUE,ircc_4021,2017,NA
2017-08-19,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,NA,TRUE,ircc_4022,2017,NA
2017-08-07,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 7.8.2018,NA,TRUE,ircc_4023,2017,NA
2016-02-06,NA,NA,NA,NA,TRUE,TRUE,Updated on 25.05.2018,NA,NA,ircc_4024,2016,NA
2017-08-19,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 13.8.2018,NA,TRUE,ircc_4025,2017,NA
2017-11-24,2020-11-23,FALSE,NA,TRUE,TRUE,TRUE,Updated on 27.06.2018,NA,TRUE,ircc_4026,2017,2020
2016-02-29,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 25/5/2018,NA,TRUE,ircc_4027,2016,NA
2017-07-24,2019-07-23,NA,NA,FALSE,TRUE,TRUE,Updated on 27.6.2018,NA,NA,ircc_4028,2017,2019
2018-06-14,2021-06-13,NA,NA,TRUE,TRUE,TRUE,Updated on 26.6.2018,NA,NA,ircc_4029,2018,2021
2017-06-21,NA,TRUE,NA,TRUE,TRUE,TRUE,Updated on 13/7/2018,NA,TRUE,ircc_4030,2017,NA
2017-11-27,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 8.8.2018,NA,TRUE,ircc_4031,2017,NA
2018-04-06,2021-04-05,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 26.06.2018,NA,TRUE,ircc_4032,2018,2021
2018-05-11,2020-05-10,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 26.6.2018,NA,TRUE,ircc_4033,2018,2020
2018-05-11,2023-05-10,TRUE,TRUE,TRUE,TRUE,TRUE,Updated on 26.6.2018,NA,TRUE,ircc_4034,2018,2023
2016-06-17,NA,NA,NA,NA,TRUE,TRUE,Updated on 29.10.2018,NA,NA,ircc_4035,2016,NA
2018-08-30,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4036,2018,NA
2016-05-05,NA,NA,NA,TRUE,TRUE,TRUE,Updated on 29.10.2018,NA,NA,ircc_4037,2016,NA
2016-05-12,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 29.10.2018,NA,TRUE,ircc_4038,2016,NA
2016-06-17,NA,NA,NA,NA,TRUE,TRUE,Updated on 29.10.2018,NA,NA,ircc_4039,2016,NA
2018-09-06,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4040,2018,NA
2016-03-21,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 29.10.2018,NA,FALSE,ircc_4041,2016,NA
2016-04-12,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Updated on 29.10.2018,NA,TRUE,ircc_4042,2016,NA
2018-07-21,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4043,2018,NA
2018-08-30,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4044,2018,NA
2018-09-04,2019-02-03,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4045,2018,2019
2016-06-17,NA,TRUE,TRUE,TRUE,TRUE,TRUE,Updated on 29.10.2018,NA,TRUE,ircc_4046,2016,NA
2017-12-13,2018-12-31,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4047,2017,2018
2018-01-05,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4048,2018,NA
2016-04-12,2017-04-01,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4049,2016,2017
2016-08-01,2016-11-01,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4050,2016,2016
2018-07-05,2018-08-14,FALSE,FALSE,NA,TRUE,TRUE,NA,NA,FALSE,ircc_4051,2018,2018
2018-03-29,2018-04-22,FALSE,FALSE,NA,TRUE,TRUE,NA,NA,FALSE,ircc_4052,2018,2018
2018-07-30,2018-08-05,FALSE,FALSE,NA,TRUE,TRUE,NA,NA,FALSE,ircc_4053,2018,2018
2016-10-21,2017-01-21,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4054,2016,2017
2016-09-01,2017-03-01,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4055,2016,2017
2020-01-29,2023-08-01,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4056,2020,2023
2018-11-08,2019-05-12,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4057,2018,2019
2018-10-31,2018-10-31,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4058,2018,2018
2018-06-26,2019-06-26,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4059,2018,2019
2017-04-03,2018-04-03,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4060,2017,2018
2019-05-08,2020-05-08,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4061,2019,2020
2019-02-12,2020-02-12,NA,NA,NA,TRUE,TRUE,NA,1,NA,ircc_4062,2019,2020
2018-02-18,2019-02-18,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,ircc_4063,2018,2019
2015-09-17,2016-09-17,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4064,2015,2016
2019-06-28,2020-06-28,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4065,2019,2020
2015-07-27,2016-07-27,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4066,2015,2016
2015-07-27,2016-07-27,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4067,2015,2016
2018-08-08,2019-08-08,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4068,2018,2019
2019-08-06,2020-08-06,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4069,2019,2020
2019-09-13,2020-09-13,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4070,2019,2020
2019-06-28,2020-06-28,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4071,2019,2020
2019-11-04,2020-11-04,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4072,2019,2020
2019-06-28,2020-06-28,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4073,2019,2020
2019-08-06,2020-08-06,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4074,2019,2020
2019-08-06,2020-08-06,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4075,2019,2020
2019-05-08,2020-05-08,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4076,2019,2020
2019-06-28,2020-06-28,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4077,2019,2020
2020-01-13,2021-01-13,NA,NA,NA,TRUE,TRUE,NA,NA,NA,ircc_4078,2020,2021
2016-01-19,NA,TRUE,NA,TRUE,TRUE,TRUE,updated on 01.04.2016,NA,TRUE,ircc_4079,2016,NA
2018-07-20,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4080,2018,NA
2015-10-26,NA,NA,NA,NA,TRUE,TRUE,updated on 4.04.2016,NA,NA,ircc_4081,2015,NA
2018-08-30,NA,NA,NA,NA,TRUE,TRUE,Updated on 22.10.2018,NA,NA,ircc_4082,2018,NA
2015-12-18,NA,NA,NA,NA,TRUE,TRUE,upadted on 01.04.2016,NA,NA,ircc_4083,2015,NA
2018-08-22,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4084,2018,NA
2015-12-18,NA,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 01.04.2016,NA,TRUE,ircc_4085,2015,NA
2018-08-03,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4086,2018,NA
2018-08-03,NA,NA,TRUE,TRUE,TRUE,TRUE,Updated on 22.10.2018,NA,TRUE,ircc_4087,2018,NA
2016-01-12,2019-01-11,TRUE,TRUE,TRUE,TRUE,TRUE,updated on 4.04.2016,NA,TRUE,ircc_4088,2016,2019
2020-12-17,NA,NA,NA,NA,TRUE,TRUE,Updated on 21.4.2021,NA,NA,ircc_4089,2020,NA
2022-02-14,2022-12-31,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_4090,2022,2022
2022-02-14,2022-12-31,FALSE,TRUE,NA,TRUE,TRUE,NA,NA,NA,ircc_4091,2022,2022
2022-08-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4092,2022,NA
2022-08-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4093,2022,NA
2022-08-26,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4094,2022,NA
2022-08-26,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4095,2022,NA
2022-08-18,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4096,2022,NA
2022-08-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4097,2022,NA
2022-08-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4098,2022,NA
2022-08-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4099,2022,NA
2022-08-18,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4100,2022,NA
2022-08-18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,ircc_4101,2022,NA
2022-08-15,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,ircc_4102,2022,NA
